w_rf,w_xgb,w_mlp,median_rho,mean_rho,rho_gt_05,mae,r2
0.3,0.4,0.3,0.7533834586466165,0.7102470461868958,31,3.0628571428571427,0.42049409237379165
0.3,0.45,0.25,0.7533834586466165,0.7089151450053703,31,3.0714285714285716,0.4178302900107411
0.3,0.5,0.2,0.7473684210526315,0.7090870032223415,31,3.0685714285714285,0.41817400644468317
0.3,0.55,0.15,0.7458646616541353,0.7065520945220194,31,3.08,0.41310418904403867
0.3,0.6,0.1,0.7458646616541353,0.7056928034371643,31,3.085714285714286,0.4113856068743287
0.3,0.65,0.05,0.7398496240601502,0.7024704618689581,31,3.111428571428571,0.40494092373791624
0.35,0.05,0.6,0.7548872180451127,0.7082277121374865,30,3.0942857142857143,0.4164554242749732
0.35,0.1,0.55,0.7518796992481201,0.7089581095596134,30,3.085714285714286,0.4179162191192266
0.35,0.15,0.5,0.7578947368421052,0.7098174006444683,30,3.0828571428571427,0.4196348012889366
0.35,0.2,0.45,0.7578947368421052,0.7090870032223416,30,3.08,0.41817400644468317
0.35,0.25,0.4,0.7578947368421052,0.709516648764769,30,3.0742857142857143,0.4190332975295381
0.35,0.3,0.35,0.7578947368421052,0.7094307196562835,30,3.065714285714286,0.41886143931256714
0.35,0.35,0.3,0.7533834586466165,0.709516648764769,31,3.065714285714286,0.4190332975295381
0.35,0.4,0.25,0.7533834586466165,0.7092588614393125,31,3.0685714285714285,0.4185177228786251
0.35,0.45,0.2,0.7518796992481201,0.70968850698174,31,3.065714285714286,0.41937701396348015
0.35,0.5,0.15,0.7458646616541353,0.7061654135338346,31,3.085714285714286,0.4123308270676692
0.35,0.55,0.1,0.7458646616541353,0.7055639097744361,31,3.0942857142857143,0.41112781954887223
0.35,0.6,0.05,0.7398496240601502,0.7038882921589688,31,3.1085714285714285,0.40777658431793773
0.4,0.05,0.55,0.7639097744360903,0.7097744360902255,30,3.08,0.4195488721804511
0.4,0.1,0.5,0.7593984962406014,0.7097314715359828,30,3.0828571428571427,0.41946294307196563
0.4,0.15,0.45,0.7699248120300751,0.7111493018259936,30,3.0714285714285716,0.4222986036519871
