w_rf,w_xgb,w_mlp,median_rho,mean_rho,rho_gt_05,mae,r2
0.35,0.45,0.2,0.8766917293233082,0.8298539806058604,32,2.3733826247689462,0.5861025817166192
0.35,0.5,0.15,0.8766917293233082,0.8287114183177872,32,2.3900184842883547,0.5813172149097142
0.35,0.55,0.1,0.8766917293233082,0.8285789847775695,32,2.401109057301294,0.5795503102425493
0.35,0.6,0.05,0.8766917293233082,0.8271570475816384,32,2.4140480591497226,0.5734397649352707
0.4,0.05,0.55,0.8725490196078433,0.8321065400764649,33,2.391866913123845,0.5891946648841578
0.4,0.1,0.5,0.8725490196078433,0.8316524637090758,33,2.388170055452865,0.5886056966617694
0.4,0.15,0.45,0.8676470588235294,0.8312038536430398,32,2.3807763401109057,0.589636391050949
0.4,0.2,0.4,0.8736842105263156,0.8299778895732014,32,2.3715341959334566,0.5892682859119563
0.4,0.25,0.35,0.875,0.8278014643472404,32,2.3715341959334566,0.5876486233003886
0.4,0.3,0.3,0.875,0.8280042580153151,32,2.3733826247689462,0.5865443078834105
0.4,0.35,0.25,0.875,0.8292427077566398,32,2.377079482439926,0.5856608555498279
0.4,0.4,0.2,0.875,0.8281827048080919,32,2.3752310536044363,0.5852927504108353
0.4,0.45,0.15,0.8714285714285712,0.8261295029605513,32,2.4085027726432533,0.5785196158533699
0.4,0.5,0.1,0.8740970072239421,0.8272514011125246,32,2.412199630314233,0.5774889214641903
0.4,0.55,0.05,0.8666666666666667,0.8253106248020003,32,2.430683918669131,0.5724826915738896
0.45,0.05,0.5,0.8676470588235294,0.8311684806421648,33,2.3955637707948245,0.5877222443281871
0.45,0.1,0.45,0.8676470588235294,0.8297575909274272,32,2.3844731977818854,0.5889001807729637
0.45,0.15,0.4,0.8736842105263156,0.828895505202449,32,2.388170055452865,0.5858080976054251
0.45,0.2,0.35,0.8736842105263156,0.8271390941359981,32,2.377079482439926,0.5863970658278134
0.45,0.25,0.3,0.875,0.8260862276452724,32,2.3826247689463957,0.5833786036880733
0.45,0.3,0.25,0.875,0.8277853879866264,32,2.3807763401109057,0.5843356770494543
0.45,0.35,0.2,0.8714285714285712,0.8272953377155058,32,2.3900184842883547,0.5832313616324762
0.45,0.4,0.15,0.8714285714285712,0.8250202171409603,32,2.412199630314233,0.5774889214641903
0.45,0.45,0.1,0.8647058823529412,0.8227723271863032,32,2.4269870609981514,0.5743968382966517
0.45,0.5,0.05,0.8637770897832818,0.8231935078042996,32,2.432532347504621,0.5734397649352707
0.5,0.05,0.45,0.8736842105263156,0.8292010525225916,32,2.386321626617375,0.5889738018007622
0.5,0.1,0.4,0.8736842105263156,0.8280102037134324,32,2.391866913123845,0.5855136134942309
0.5,0.15,0.35,0.8706766917293233,0.8270140967686301,32,2.3900184842883547,0.5857344765776265
0.5,0.2,0.3,0.8706766917293233,0.8263439339666672,32,2.3900184842883547,0.5822006672432967
0.5,0.25,0.25,0.8647058823529412,0.8262698152503549,32,2.391866913123845,0.5810963518263186
0.5,0.3,0.2,0.8714285714285712,0.8284486006401088,32,2.3955637707948245,0.5833049826602748
0.5,0.35,0.15,0.8714285714285712,0.8242982249948194,32,2.412199630314233,0.5779306476309816
0.5,0.4,0.1,0.8647058823529412,0.8225386790711868,32,2.4195933456561924,0.5754275326858311
0.5,0.45,0.05,0.8637770897832818,0.8222437999859495,32,2.4269870609981514,0.5724826915738896
0.55,0.05,0.4,0.8706766917293233,0.8261536716269136,32,2.3955637707948245,0.5856608555498279
0.55,0.1,0.35,0.8706766917293233,0.8268979045427519,32,2.3937153419593344,0.5849982662996411
0.55,0.15,0.3,0.8647058823529412,0.8261367984808938,32,2.3826247689463957,0.5819061831321026
