Season,RaceNumber,Location,Driver,Race
2011,5,Barcelona,Adrian Sutil,13.0
2011,5,Barcelona,Sébastien Buemi,14.0
2011,5,Barcelona,Pastor Maldonado,15.0
2011,5,Barcelona,Jaime Alguersuari,16.0
2011,5,Barcelona,Rubens Barrichello,17.0
2011,5,Barcelona,Jarno Trulli,18.0
2011,5,Barcelona,Timo Glock,19.0
2011,5,Barcelona,Jérôme d'Ambrosio,20.0
2011,5,Barcelona,Narain Karthikeyan,21.0
2011,5,Barcelona,Felipe Massa,22.0
2011,5,Barcelona,Heikki Kovalainen,23.0
2011,5,Barcelona,Vitantonio Liuzzi,24.0
2011,6,Monte Carlo,Sebastian Vettel,1.0
2011,6,Monte Carlo,Fernando Alonso,2.0
2011,6,Monte Carlo,Jenson Button,3.0
2011,6,Monte Carlo,Mark Webber,4.0
2011,6,Monte Carlo,Kamui Kobayashi,5.0
2011,6,Monte Carlo,Lewis Hamilton,6.0
2011,6,Monte Carlo,Adrian Sutil,7.0
2011,6,Monte Carlo,Nick Heidfeld,8.0
2011,6,Monte Carlo,Rubens Barrichello,9.0
2011,6,Monte Carlo,Sébastien Buemi,10.0
2011,6,Monte Carlo,Nico Rosberg,11.0
2011,6,Monte Carlo,Paul di Resta,12.0
2011,6,Monte Carlo,Jarno Trulli,13.0
2011,6,Monte Carlo,Heikki Kovalainen,14.0
2011,6,Monte Carlo,Jérôme d'Ambrosio,15.0
2011,6,Monte Carlo,Vitantonio Liuzzi,16.0
2011,6,Monte Carlo,Narain Karthikeyan,17.0
2011,6,Monte Carlo,Pastor Maldonado,18.0
2011,6,Monte Carlo,Vitaly Petrov,19.0
2011,6,Monte Carlo,Jaime Alguersuari,20.0
2011,6,Monte Carlo,Felipe Massa,21.0
2011,6,Monte Carlo,Michael Schumacher,22.0
2011,6,Monte Carlo,Timo Glock,23.0
2011,6,Monte Carlo,Sergio Perez,24.0
2011,7,Montreal,Jenson Button,1.0
2011,7,Montreal,Sebastian Vettel,2.0
2011,7,Montreal,Mark Webber,3.0
2011,7,Montreal,Michael Schumacher,4.0
2011,7,Montreal,Vitaly Petrov,5.0
2011,7,Montreal,Felipe Massa,6.0
2011,7,Montreal,Kamui Kobayashi,7.0
2011,7,Montreal,Jaime Alguersuari,8.0
2011,7,Montreal,Rubens Barrichello,9.0
2011,7,Montreal,Sébastien Buemi,10.0
2011,7,Montreal,Nico Rosberg,11.0
2011,7,Montreal,Pedro de la Rosa,12.0
2011,7,Montreal,Vitantonio Liuzzi,13.0
2011,7,Montreal,Jérôme d'Ambrosio,14.0
2011,7,Montreal,Timo Glock,15.0
2011,7,Montreal,Jarno Trulli,16.0
2011,7,Montreal,Narain Karthikeyan,17.0
2011,7,Montreal,Paul di Resta,18.0
2011,7,Montreal,Pastor Maldonado,19.0
2011,7,Montreal,Nick Heidfeld,20.0
2011,7,Montreal,Adrian Sutil,21.0
2011,7,Montreal,Fernando Alonso,22.0
2011,7,Montreal,Heikki Kovalainen,23.0
2011,7,Montreal,Lewis Hamilton,24.0
2011,8,Valencia,Sebastian Vettel,1.0
2011,8,Valencia,Fernando Alonso,2.0
2011,8,Valencia,Mark Webber,3.0
2011,8,Valencia,Lewis Hamilton,4.0
2011,8,Valencia,Felipe Massa,5.0
2011,8,Valencia,Jenson Button,6.0
2011,8,Valencia,Nico Rosberg,7.0
2011,8,Valencia,Jaime Alguersuari,8.0
2011,8,Valencia,Adrian Sutil,9.0
2011,8,Valencia,Nick Heidfeld,10.0
2011,8,Valencia,Sergio Perez,11.0
2011,8,Valencia,Rubens Barrichello,12.0
2011,8,Valencia,Sébastien Buemi,13.0
2011,8,Valencia,Paul di Resta,14.0
2011,8,Valencia,Vitaly Petrov,15.0
2011,8,Valencia,Kamui Kobayashi,16.0
2011,8,Valencia,Michael Schumacher,17.0
2011,8,Valencia,Pastor Maldonado,18.0
2011,8,Valencia,Heikki Kovalainen,19.0
2011,8,Valencia,Jarno Trulli,20.0
2011,8,Valencia,Timo Glock,21.0
2011,8,Valencia,Jérôme d'Ambrosio,22.0
2011,8,Valencia,Vitantonio Liuzzi,23.0
2011,8,Valencia,Narain Karthikeyan,24.0
2011,9,Silverstone,Fernando Alonso,1.0
2011,9,Silverstone,Sebastian Vettel,2.0
2011,9,Silverstone,Mark Webber,3.0
2011,9,Silverstone,Lewis Hamilton,4.0
2011,9,Silverstone,Felipe Massa,5.0
2011,9,Silverstone,Nico Rosberg,6.0
2011,9,Silverstone,Sergio Perez,7.0
2011,9,Silverstone,Nick Heidfeld,8.0
2011,9,Silverstone,Michael Schumacher,9.0
2011,9,Silverstone,Jaime Alguersuari,10.0
2011,9,Silverstone,Adrian Sutil,11.0
2011,9,Silverstone,Vitaly Petrov,12.0
2011,9,Silverstone,Rubens Barrichello,13.0
2011,9,Silverstone,Pastor Maldonado,14.0
2011,9,Silverstone,Paul di Resta,15.0
2011,9,Silverstone,Timo Glock,16.0
2011,9,Silverstone,Jérôme d'Ambrosio,17.0
2011,9,Silverstone,Vitantonio Liuzzi,18.0
2011,9,Silverstone,Daniel Ricciardo,19.0
2011,9,Silverstone,Jenson Button,20.0
2011,9,Silverstone,Sébastien Buemi,21.0
2011,9,Silverstone,Kamui Kobayashi,22.0
2011,9,Silverstone,Jarno Trulli,23.0
2011,9,Silverstone,Heikki Kovalainen,24.0
2011,10,Nürburg,Lewis Hamilton,1.0
2011,10,Nürburg,Fernando Alonso,2.0
2011,10,Nürburg,Mark Webber,3.0
2011,10,Nürburg,Sebastian Vettel,4.0
2011,10,Nürburg,Felipe Massa,5.0
2011,10,Nürburg,Adrian Sutil,6.0
2011,10,Nürburg,Nico Rosberg,7.0
2011,10,Nürburg,Michael Schumacher,8.0
2011,10,Nürburg,Kamui Kobayashi,9.0
2011,10,Nürburg,Vitaly Petrov,10.0
2011,10,Nürburg,Sergio Perez,11.0
2011,10,Nürburg,Jaime Alguersuari,12.0
2011,10,Nürburg,Paul di Resta,13.0
2011,10,Nürburg,Pastor Maldonado,14.0
2011,10,Nürburg,Sébastien Buemi,15.0
2011,10,Nürburg,Heikki Kovalainen,16.0
2011,10,Nürburg,Timo Glock,17.0
2011,10,Nürburg,Jérôme d'Ambrosio,18.0
2011,10,Nürburg,Daniel Ricciardo,19.0
2011,10,Nürburg,Karun Chandhok,20.0
2011,10,Nürburg,Vitantonio Liuzzi,21.0
2011,10,Nürburg,Jenson Button,22.0
2011,10,Nürburg,Rubens Barrichello,23.0
2011,10,Nürburg,Nick Heidfeld,24.0
2011,11,Budapest,Jenson Button,1.0
2011,11,Budapest,Sebastian Vettel,2.0
2011,11,Budapest,Fernando Alonso,3.0
2011,11,Budapest,Lewis Hamilton,4.0
2011,11,Budapest,Mark Webber,5.0
2011,11,Budapest,Felipe Massa,6.0
2011,11,Budapest,Paul di Resta,7.0
2011,11,Budapest,Sébastien Buemi,8.0
2011,11,Budapest,Nico Rosberg,9.0
2011,11,Budapest,Jaime Alguersuari,10.0
2011,11,Budapest,Kamui Kobayashi,11.0
2011,11,Budapest,Vitaly Petrov,12.0
2011,11,Budapest,Rubens Barrichello,13.0
2011,11,Budapest,Adrian Sutil,14.0
2011,11,Budapest,Sergio Perez,15.0
2011,11,Budapest,Pastor Maldonado,16.0
2011,11,Budapest,Timo Glock,17.0
2011,11,Budapest,Daniel Ricciardo,18.0
2011,11,Budapest,Jérôme d'Ambrosio,19.0
2011,11,Budapest,Vitantonio Liuzzi,20.0
2011,11,Budapest,Heikki Kovalainen,21.0
2011,11,Budapest,Michael Schumacher,22.0
2011,11,Budapest,Nick Heidfeld,23.0
2011,11,Budapest,Jarno Trulli,24.0
2011,12,Spa,Sebastian Vettel,1.0
2011,12,Spa,Mark Webber,2.0
2011,12,Spa,Jenson Button,3.0
2011,12,Spa,Fernando Alonso,4.0
2011,12,Spa,Michael Schumacher,5.0
2011,12,Spa,Nico Rosberg,6.0
2011,12,Spa,Adrian Sutil,7.0
2011,12,Spa,Felipe Massa,8.0
2011,12,Spa,Vitaly Petrov,9.0
2011,12,Spa,Pastor Maldonado,10.0
2011,12,Spa,Paul di Resta,11.0
2011,12,Spa,Kamui Kobayashi,12.0
2011,12,Spa,Bruno Senna,13.0
2011,12,Spa,Jarno Trulli,14.0
2011,12,Spa,Heikki Kovalainen,15.0
2011,12,Spa,Rubens Barrichello,16.0
2011,12,Spa,Jérôme d'Ambrosio,17.0
2011,12,Spa,Timo Glock,18.0
2011,12,Spa,Vitantonio Liuzzi,19.0
2011,12,Spa,Sergio Perez,20.0
2011,12,Spa,Daniel Ricciardo,21.0
2011,12,Spa,Lewis Hamilton,22.0
2011,12,Spa,Sébastien Buemi,23.0
2011,12,Spa,Jaime Alguersuari,24.0
2011,13,Monza,Sebastian Vettel,1.0
2011,13,Monza,Jenson Button,2.0
2011,13,Monza,Fernando Alonso,3.0
2011,13,Monza,Lewis Hamilton,4.0
2011,13,Monza,Michael Schumacher,5.0
2011,13,Monza,Felipe Massa,6.0
2011,13,Monza,Jaime Alguersuari,7.0
2011,13,Monza,Paul di Resta,8.0
2011,13,Monza,Bruno Senna,9.0
2011,13,Monza,Sébastien Buemi,10.0
2011,13,Monza,Pastor Maldonado,11.0
2011,13,Monza,Rubens Barrichello,12.0
2011,13,Monza,Heikki Kovalainen,13.0
2011,13,Monza,Jarno Trulli,14.0
2011,13,Monza,Timo Glock,15.0
2011,13,Monza,Daniel Ricciardo,16.0
2011,13,Monza,Sergio Perez,17.0
2011,13,Monza,Kamui Kobayashi,18.0
2011,13,Monza,Adrian Sutil,19.0
2011,13,Monza,Mark Webber,20.0
2011,13,Monza,Jérôme d'Ambrosio,21.0
2011,13,Monza,Vitaly Petrov,22.0
2011,13,Monza,Nico Rosberg,23.0
2011,13,Monza,Vitantonio Liuzzi,24.0
2011,14,Marina Bay,Sebastian Vettel,1.0
2011,14,Marina Bay,Jenson Button,2.0
2011,14,Marina Bay,Mark Webber,3.0
2011,14,Marina Bay,Fernando Alonso,4.0
2011,14,Marina Bay,Lewis Hamilton,5.0
2011,14,Marina Bay,Paul di Resta,6.0
2011,14,Marina Bay,Nico Rosberg,7.0
2011,14,Marina Bay,Adrian Sutil,8.0
2011,14,Marina Bay,Felipe Massa,9.0
2011,14,Marina Bay,Sergio Perez,10.0
2011,14,Marina Bay,Pastor Maldonado,11.0
2011,14,Marina Bay,Sébastien Buemi,12.0
2011,14,Marina Bay,Rubens Barrichello,13.0
2011,14,Marina Bay,Kamui Kobayashi,14.0
2011,14,Marina Bay,Bruno Senna,15.0
2011,14,Marina Bay,Heikki Kovalainen,16.0
2011,14,Marina Bay,Vitaly Petrov,17.0
2011,14,Marina Bay,Jérôme d'Ambrosio,18.0
2011,14,Marina Bay,Daniel Ricciardo,19.0
2011,14,Marina Bay,Vitantonio Liuzzi,20.0
2011,14,Marina Bay,Jaime Alguersuari,21.0
2011,14,Marina Bay,Jarno Trulli,22.0
2011,14,Marina Bay,Michael Schumacher,23.0
2011,14,Marina Bay,Timo Glock,24.0
2011,15,Suzuka,Jenson Button,1.0
2011,15,Suzuka,Fernando Alonso,2.0
2011,15,Suzuka,Sebastian Vettel,3.0
2011,15,Suzuka,Mark Webber,4.0
2011,15,Suzuka,Lewis Hamilton,5.0
2011,15,Suzuka,Michael Schumacher,6.0
2011,15,Suzuka,Felipe Massa,7.0
2011,15,Suzuka,Sergio Perez,8.0
2011,15,Suzuka,Vitaly Petrov,9.0
2011,15,Suzuka,Nico Rosberg,10.0
2011,15,Suzuka,Adrian Sutil,11.0
2011,15,Suzuka,Paul di Resta,12.0
2011,15,Suzuka,Kamui Kobayashi,13.0
2011,15,Suzuka,Pastor Maldonado,14.0
2011,15,Suzuka,Jaime Alguersuari,15.0
2011,15,Suzuka,Bruno Senna,16.0
2011,15,Suzuka,Rubens Barrichello,17.0
2011,15,Suzuka,Heikki Kovalainen,18.0
2011,15,Suzuka,Jarno Trulli,19.0
2011,15,Suzuka,Timo Glock,20.0
2011,15,Suzuka,Jérôme d'Ambrosio,21.0
2011,15,Suzuka,Daniel Ricciardo,22.0
2011,15,Suzuka,Vitantonio Liuzzi,23.0
2011,15,Suzuka,Sébastien Buemi,24.0
2011,16,Yeongam County,Sebastian Vettel,1.0
2011,16,Yeongam County,Lewis Hamilton,2.0
2011,16,Yeongam County,Mark Webber,3.0
2011,16,Yeongam County,Jenson Button,4.0
2011,16,Yeongam County,Fernando Alonso,5.0
2011,16,Yeongam County,Felipe Massa,6.0
2011,16,Yeongam County,Jaime Alguersuari,7.0
2011,16,Yeongam County,Nico Rosberg,8.0
2011,16,Yeongam County,Sébastien Buemi,9.0
2011,16,Yeongam County,Paul di Resta,10.0
2011,16,Yeongam County,Adrian Sutil,11.0
2011,16,Yeongam County,Rubens Barrichello,12.0
2011,16,Yeongam County,Bruno Senna,13.0
2011,16,Yeongam County,Heikki Kovalainen,14.0
2011,16,Yeongam County,Kamui Kobayashi,15.0
2011,16,Yeongam County,Sergio Perez,16.0
2011,16,Yeongam County,Jarno Trulli,17.0
2011,16,Yeongam County,Timo Glock,18.0
2011,16,Yeongam County,Daniel Ricciardo,19.0
2011,16,Yeongam County,Jérôme d'Ambrosio,20.0
2011,16,Yeongam County,Vitantonio Liuzzi,21.0
2011,16,Yeongam County,Pastor Maldonado,22.0
2011,16,Yeongam County,Vitaly Petrov,23.0
2011,16,Yeongam County,Michael Schumacher,24.0
2011,17,Uttar Pradesh,Sebastian Vettel,1.0
2011,17,Uttar Pradesh,Jenson Button,2.0
2011,17,Uttar Pradesh,Fernando Alonso,3.0
2011,17,Uttar Pradesh,Mark Webber,4.0
2011,17,Uttar Pradesh,Michael Schumacher,5.0
2011,17,Uttar Pradesh,Nico Rosberg,6.0
2011,17,Uttar Pradesh,Lewis Hamilton,7.0
2011,17,Uttar Pradesh,Jaime Alguersuari,8.0
2011,17,Uttar Pradesh,Adrian Sutil,9.0
2011,17,Uttar Pradesh,Sergio Perez,10.0
2011,17,Uttar Pradesh,Vitaly Petrov,11.0
2011,17,Uttar Pradesh,Bruno Senna,12.0
2011,17,Uttar Pradesh,Paul di Resta,13.0
2011,17,Uttar Pradesh,Heikki Kovalainen,14.0
2011,17,Uttar Pradesh,Rubens Barrichello,15.0
2011,17,Uttar Pradesh,Jérôme d'Ambrosio,16.0
2011,17,Uttar Pradesh,Narain Karthikeyan,17.0
2011,17,Uttar Pradesh,Daniel Ricciardo,18.0
2011,17,Uttar Pradesh,Jarno Trulli,19.0
2011,17,Uttar Pradesh,Felipe Massa,20.0
2011,17,Uttar Pradesh,Sébastien Buemi,21.0
2011,17,Uttar Pradesh,Pastor Maldonado,22.0
2011,17,Uttar Pradesh,Timo Glock,23.0
2011,17,Uttar Pradesh,Kamui Kobayashi,24.0
2011,18,Abu Dhabi,Lewis Hamilton,1.0
2011,18,Abu Dhabi,Fernando Alonso,2.0
2011,18,Abu Dhabi,Jenson Button,3.0
2011,18,Abu Dhabi,Mark Webber,4.0
2011,18,Abu Dhabi,Felipe Massa,5.0
2011,18,Abu Dhabi,Nico Rosberg,6.0
2011,18,Abu Dhabi,Michael Schumacher,7.0
2011,18,Abu Dhabi,Adrian Sutil,8.0
2011,18,Abu Dhabi,Paul di Resta,9.0
2011,18,Abu Dhabi,Kamui Kobayashi,10.0
2011,18,Abu Dhabi,Sergio Perez,11.0
2011,18,Abu Dhabi,Rubens Barrichello,12.0
2011,18,Abu Dhabi,Vitaly Petrov,13.0
2011,18,Abu Dhabi,Pastor Maldonado,14.0
2011,18,Abu Dhabi,Jaime Alguersuari,15.0
2011,18,Abu Dhabi,Bruno Senna,16.0
2011,18,Abu Dhabi,Heikki Kovalainen,17.0
2011,18,Abu Dhabi,Jarno Trulli,18.0
2011,18,Abu Dhabi,Timo Glock,19.0
2011,18,Abu Dhabi,Vitantonio Liuzzi,20.0
2011,18,Abu Dhabi,Daniel Ricciardo,21.0
2011,18,Abu Dhabi,Sébastien Buemi,22.0
2011,18,Abu Dhabi,Jérôme d'Ambrosio,23.0
2011,18,Abu Dhabi,Sebastian Vettel,24.0
2011,19,São Paulo,Mark Webber,1.0
2011,19,São Paulo,Sebastian Vettel,2.0
2011,19,São Paulo,Jenson Button,3.0
2011,19,São Paulo,Fernando Alonso,4.0
2011,19,São Paulo,Felipe Massa,5.0
2011,19,São Paulo,Adrian Sutil,6.0
2011,19,São Paulo,Nico Rosberg,7.0
2011,19,São Paulo,Paul di Resta,8.0
2011,19,São Paulo,Kamui Kobayashi,9.0
2011,19,São Paulo,Vitaly Petrov,10.0
2011,19,São Paulo,Jaime Alguersuari,11.0
2011,19,São Paulo,Sébastien Buemi,12.0
2011,19,São Paulo,Sergio Perez,13.0
2011,19,São Paulo,Rubens Barrichello,14.0
2011,19,São Paulo,Michael Schumacher,15.0
2011,19,São Paulo,Heikki Kovalainen,16.0
2011,19,São Paulo,Bruno Senna,17.0
2011,19,São Paulo,Jarno Trulli,18.0
2011,19,São Paulo,Jérôme d'Ambrosio,19.0
2011,19,São Paulo,Daniel Ricciardo,20.0
2011,19,São Paulo,Vitantonio Liuzzi,21.0
2011,19,São Paulo,Lewis Hamilton,22.0
2011,19,São Paulo,Pastor Maldonado,23.0
2011,19,São Paulo,Timo Glock,24.0
2012,1,Melbourne,Jenson Button,1.0
2012,1,Melbourne,Sebastian Vettel,2.0
2012,1,Melbourne,Lewis Hamilton,3.0
2012,1,Melbourne,Mark Webber,4.0
2012,1,Melbourne,Fernando Alonso,5.0
2012,1,Melbourne,Kamui Kobayashi,6.0
2012,1,Melbourne,Kimi Räikkönen,7.0
2012,1,Melbourne,Sergio Perez,8.0
2012,1,Melbourne,Daniel Ricciardo,9.0
2012,1,Melbourne,Paul di Resta,10.0
2012,1,Melbourne,Jean-Éric Vergne,11.0
2012,1,Melbourne,Nico Rosberg,12.0
2012,1,Melbourne,Pastor Maldonado,13.0
2012,1,Melbourne,Timo Glock,14.0
2012,1,Melbourne,Charles Pic,15.0
2012,1,Melbourne,Bruno Senna,16.0
2012,1,Melbourne,Felipe Massa,17.0
2012,1,Melbourne,Heikki Kovalainen,18.0
2012,1,Melbourne,Vitaly Petrov,19.0
2012,1,Melbourne,Michael Schumacher,20.0
2012,1,Melbourne,Romain Grosjean,21.0
2012,1,Melbourne,Nico Hulkenberg,22.0
2012,2,Kuala Lumpur,Fernando Alonso,1.0
2012,2,Kuala Lumpur,Sergio Perez,2.0
2012,2,Kuala Lumpur,Lewis Hamilton,3.0
2012,2,Kuala Lumpur,Mark Webber,4.0
2012,2,Kuala Lumpur,Kimi Räikkönen,5.0
2012,2,Kuala Lumpur,Bruno Senna,6.0
2012,2,Kuala Lumpur,Paul di Resta,7.0
2012,2,Kuala Lumpur,Jean-Éric Vergne,8.0
2012,2,Kuala Lumpur,Nico Hulkenberg,9.0
2012,2,Kuala Lumpur,Michael Schumacher,10.0
2012,2,Kuala Lumpur,Sebastian Vettel,11.0
2012,2,Kuala Lumpur,Daniel Ricciardo,12.0
2012,2,Kuala Lumpur,Nico Rosberg,13.0
2012,2,Kuala Lumpur,Jenson Button,14.0
2012,2,Kuala Lumpur,Felipe Massa,15.0
2012,2,Kuala Lumpur,Vitaly Petrov,16.0
2012,2,Kuala Lumpur,Timo Glock,17.0
2012,2,Kuala Lumpur,Heikki Kovalainen,18.0
2012,2,Kuala Lumpur,Pastor Maldonado,19.0
2012,2,Kuala Lumpur,Charles Pic,20.0
2012,2,Kuala Lumpur,Narain Karthikeyan,21.0
2012,2,Kuala Lumpur,Pedro de la Rosa,22.0
2012,2,Kuala Lumpur,Kamui Kobayashi,23.0
2012,2,Kuala Lumpur,Romain Grosjean,24.0
2012,3,Shanghai,Nico Rosberg,1.0
2012,3,Shanghai,Jenson Button,2.0
2012,3,Shanghai,Lewis Hamilton,3.0
2012,3,Shanghai,Mark Webber,4.0
2012,3,Shanghai,Sebastian Vettel,5.0
2012,3,Shanghai,Romain Grosjean,6.0
2012,3,Shanghai,Bruno Senna,7.0
2012,3,Shanghai,Pastor Maldonado,8.0
2012,3,Shanghai,Fernando Alonso,9.0
2012,3,Shanghai,Kamui Kobayashi,10.0
2012,3,Shanghai,Sergio Perez,11.0
2012,3,Shanghai,Paul di Resta,12.0
2012,3,Shanghai,Felipe Massa,13.0
2012,3,Shanghai,Kimi Räikkönen,14.0
2012,3,Shanghai,Nico Hulkenberg,15.0
2012,3,Shanghai,Jean-Éric Vergne,16.0
2012,3,Shanghai,Daniel Ricciardo,17.0
2012,3,Shanghai,Vitaly Petrov,18.0
2012,3,Shanghai,Timo Glock,19.0
2012,3,Shanghai,Charles Pic,20.0
2012,3,Shanghai,Pedro de la Rosa,21.0
2012,3,Shanghai,Narain Karthikeyan,22.0
2012,3,Shanghai,Heikki Kovalainen,23.0
2012,3,Shanghai,Michael Schumacher,24.0
2012,4,Sakhir,Sebastian Vettel,1.0
2012,4,Sakhir,Kimi Räikkönen,2.0
2012,4,Sakhir,Romain Grosjean,3.0
2012,4,Sakhir,Mark Webber,4.0
2012,4,Sakhir,Nico Rosberg,5.0
2012,4,Sakhir,Paul di Resta,6.0
2012,4,Sakhir,Fernando Alonso,7.0
2012,4,Sakhir,Lewis Hamilton,8.0
2012,4,Sakhir,Felipe Massa,9.0
2012,4,Sakhir,Michael Schumacher,10.0
2012,4,Sakhir,Sergio Perez,11.0
2012,4,Sakhir,Nico Hulkenberg,12.0
2012,4,Sakhir,Kamui Kobayashi,13.0
2012,4,Sakhir,Jean-Éric Vergne,14.0
2012,4,Sakhir,Daniel Ricciardo,15.0
2012,4,Sakhir,Vitaly Petrov,16.0
2012,4,Sakhir,Heikki Kovalainen,17.0
2012,4,Sakhir,Jenson Button,18.0
2012,4,Sakhir,Timo Glock,19.0
2012,4,Sakhir,Pedro de la Rosa,20.0
2012,4,Sakhir,Narain Karthikeyan,21.0
2012,4,Sakhir,Bruno Senna,22.0
2012,4,Sakhir,Pastor Maldonado,23.0
2012,4,Sakhir,Charles Pic,24.0
2012,5,Barcelona,Pastor Maldonado,1.0
2012,5,Barcelona,Fernando Alonso,2.0
2012,5,Barcelona,Kimi Räikkönen,3.0
2012,5,Barcelona,Romain Grosjean,4.0
2012,5,Barcelona,Kamui Kobayashi,5.0
2012,5,Barcelona,Sebastian Vettel,6.0
2012,5,Barcelona,Nico Rosberg,7.0
2012,5,Barcelona,Lewis Hamilton,8.0
2012,5,Barcelona,Jenson Button,9.0
2012,5,Barcelona,Nico Hulkenberg,10.0
2012,5,Barcelona,Mark Webber,11.0
2012,5,Barcelona,Jean-Éric Vergne,12.0
2012,5,Barcelona,Daniel Ricciardo,13.0
2012,5,Barcelona,Paul di Resta,14.0
2012,5,Barcelona,Felipe Massa,15.0
2012,5,Barcelona,Heikki Kovalainen,16.0
2012,5,Barcelona,Vitaly Petrov,17.0
2012,5,Barcelona,Timo Glock,18.0
2012,5,Barcelona,Pedro de la Rosa,19.0
2012,5,Barcelona,Sergio Perez,20.0
2012,5,Barcelona,Charles Pic,21.0
2012,5,Barcelona,Narain Karthikeyan,22.0
2012,5,Barcelona,Bruno Senna,23.0
2012,5,Barcelona,Michael Schumacher,24.0
2012,6,Monte Carlo,Mark Webber,1.0
2012,6,Monte Carlo,Nico Rosberg,2.0
2012,6,Monte Carlo,Fernando Alonso,3.0
2012,6,Monte Carlo,Sebastian Vettel,4.0
2012,6,Monte Carlo,Lewis Hamilton,5.0
2012,6,Monte Carlo,Felipe Massa,6.0
2012,6,Monte Carlo,Paul di Resta,7.0
2012,6,Monte Carlo,Nico Hulkenberg,8.0
2012,6,Monte Carlo,Kimi Räikkönen,9.0
2012,6,Monte Carlo,Bruno Senna,10.0
2012,6,Monte Carlo,Sergio Perez,11.0
2012,6,Monte Carlo,Jean-Éric Vergne,12.0
2012,6,Monte Carlo,Heikki Kovalainen,13.0
2012,6,Monte Carlo,Timo Glock,14.0
2012,6,Monte Carlo,Narain Karthikeyan,15.0
2012,6,Monte Carlo,Jenson Button,16.0
2012,6,Monte Carlo,Daniel Ricciardo,17.0
2012,6,Monte Carlo,Charles Pic,18.0
2012,6,Monte Carlo,Michael Schumacher,19.0
2012,6,Monte Carlo,Vitaly Petrov,20.0
2012,6,Monte Carlo,Kamui Kobayashi,21.0
2012,6,Monte Carlo,Pedro de la Rosa,22.0
2012,6,Monte Carlo,Pastor Maldonado,23.0
2012,6,Monte Carlo,Romain Grosjean,24.0
2012,7,Montreal,Lewis Hamilton,1.0
2012,7,Montreal,Romain Grosjean,2.0
2012,7,Montreal,Sergio Perez,3.0
2012,7,Montreal,Sebastian Vettel,4.0
2012,7,Montreal,Fernando Alonso,5.0
2012,7,Montreal,Nico Rosberg,6.0
2012,7,Montreal,Mark Webber,7.0
2012,7,Montreal,Kimi Räikkönen,8.0
2012,7,Montreal,Kamui Kobayashi,9.0
2012,7,Montreal,Felipe Massa,10.0
2012,7,Montreal,Paul di Resta,11.0
2012,7,Montreal,Nico Hulkenberg,12.0
2012,7,Montreal,Pastor Maldonado,13.0
2012,7,Montreal,Daniel Ricciardo,14.0
2012,7,Montreal,Jean-Éric Vergne,15.0
2012,7,Montreal,Jenson Button,16.0
2012,7,Montreal,Bruno Senna,17.0
2012,7,Montreal,Heikki Kovalainen,18.0
2012,7,Montreal,Vitaly Petrov,19.0
2012,7,Montreal,Charles Pic,20.0
2012,7,Montreal,Timo Glock,21.0
2012,7,Montreal,Michael Schumacher,22.0
2012,7,Montreal,Pedro de la Rosa,23.0
2012,7,Montreal,Narain Karthikeyan,24.0
2012,8,Valencia,Fernando Alonso,1.0
2012,8,Valencia,Kimi Räikkönen,2.0
2012,8,Valencia,Michael Schumacher,3.0
2012,8,Valencia,Mark Webber,4.0
2012,8,Valencia,Nico Hulkenberg,5.0
2012,8,Valencia,Nico Rosberg,6.0
2012,8,Valencia,Paul di Resta,7.0
2012,8,Valencia,Jenson Button,8.0
2012,8,Valencia,Sergio Perez,9.0
2012,8,Valencia,Bruno Senna,10.0
2012,8,Valencia,Daniel Ricciardo,11.0
2012,8,Valencia,Pastor Maldonado,12.0
2012,8,Valencia,Vitaly Petrov,13.0
2012,8,Valencia,Heikki Kovalainen,14.0
2012,8,Valencia,Charles Pic,15.0
2012,8,Valencia,Felipe Massa,16.0
2012,8,Valencia,Pedro de la Rosa,17.0
2012,8,Valencia,Narain Karthikeyan,18.0
2012,8,Valencia,Lewis Hamilton,19.0
2012,8,Valencia,Romain Grosjean,20.0
2012,8,Valencia,Sebastian Vettel,21.0
2012,8,Valencia,Kamui Kobayashi,22.0
2012,8,Valencia,Jean-Éric Vergne,23.0
2012,8,Valencia,Timo Glock,24.0
2012,9,Silverstone,Mark Webber,1.0
2012,9,Silverstone,Fernando Alonso,2.0
2012,9,Silverstone,Sebastian Vettel,3.0
2012,9,Silverstone,Felipe Massa,4.0
2012,9,Silverstone,Kimi Räikkönen,5.0
2012,9,Silverstone,Romain Grosjean,6.0
2012,9,Silverstone,Michael Schumacher,7.0
2012,9,Silverstone,Lewis Hamilton,8.0
2012,9,Silverstone,Bruno Senna,9.0
2012,9,Silverstone,Jenson Button,10.0
2012,9,Silverstone,Kamui Kobayashi,11.0
2012,9,Silverstone,Nico Hulkenberg,12.0
2012,9,Silverstone,Daniel Ricciardo,13.0
2012,9,Silverstone,Jean-Éric Vergne,14.0
2012,9,Silverstone,Nico Rosberg,15.0
2012,9,Silverstone,Pastor Maldonado,16.0
2012,9,Silverstone,Heikki Kovalainen,17.0
2012,9,Silverstone,Timo Glock,18.0
2012,9,Silverstone,Charles Pic,19.0
2012,9,Silverstone,Pedro de la Rosa,20.0
2012,9,Silverstone,Narain Karthikeyan,21.0
2012,9,Silverstone,Sergio Perez,22.0
2012,9,Silverstone,Paul di Resta,23.0
2012,9,Silverstone,Vitaly Petrov,24.0
